Player,Club,POS,MINS,G,A,SHTS,G/90min,A/90min,OFF,YC,RC,Year,Season
Sean Okoli,NYC,F,421,1,0,13,0.21,0.0,1,1,0,2017,reg
Oguchi Onyewu,PHI,D,1929,1,0,14,0.05,0.0,1,6,0,2017,reg
Antonio Nocerino,ORL,M,2234,1,0,17,0.04,0.0,1,2,1,2017,reg
Juan David Cabezas,HOU,M,2231,1,0,20,0.04,0.0,0,7,0,2017,reg
Jose Guillermo Ortiz,DC,F,669,1,0,21,0.13,0.0,8,1,0,2017,reg
Aaron Long,RBNY,D,2659,1,0,22,0.03,0.0,0,3,0,2017,reg
Dominic Oduro,MTL,M,1439,1,0,26,0.06,0.0,13,1,0,2017,reg
Graham Zusi,SKC,M,2114,0,8,37,0.0,0.34,1,3,1,2017,reg
Christian Bolaños,VAN,M,1626,0,7,29,0.0,0.39,2,0,1,2017,reg
Ibson,MIN,M,2660,0,6,17,0.0,0.2,2,6,0,2017,reg
Jake Nerwinski,VAN,D,1707,0,5,2,0.0,0.26,0,2,0,2017,reg
Steven Beitashour,TOR,D,1589,0,5,4,0.0,0.28,0,1,0,2017,reg
Wil Trapp,MIA,M,3035,0,5,8,0.0,0.15,0,3,0,2017,reg
Dax McCarty,NSH,M,2465,0,5,15,0.0,0.18,2,4,0,2017,reg
Patrick Doody,CHI,D,629,0,4,1,0.0,0.57,0,0,0,2017,reg
Matt Besler,SKC,D,2339,0,4,4,0.0,0.15,2,2,0,2017,reg
Johan Kappelhof,CHI,D,2881,0,4,4,0.0,0.12,0,5,1,2017,reg
Boniek Garcia,HOU,M,1165,0,4,6,0.0,0.31,0,4,0,2017,reg
Vytas,POR,D,1780,0,4,8,0.0,0.2,0,5,0,2017,reg
Alexander Ring,NYC,M,2604,0,4,22,0.0,0.14,2,10,0,2017,reg
Carlos Gruezo,DAL,M,2613,0,4,22,0.0,0.14,1,6,1,2017,reg
Zarek Valentin,HOU,D,1547,0,3,1,0.0,0.17,0,2,0,2017,reg
Sheanon Williams,VAN,D-M,1349,0,3,2,0.0,0.2,0,3,0,2017,reg
Ronald Matarrita,NYC,D,696,0,3,2,0.0,0.39,1,3,0,2017,reg
Jose Villarreal,LA ,M,389,0,3,5,0.0,0.69,3,0,0,2017,reg
Andrew Farrell,NE,D,2664,0,3,6,0.0,0.1,1,5,1,2017,reg
Hector Jimenez,CLB,M,1366,0,3,6,0.0,0.2,0,1,0,2017,reg
RJ Allen,NYC,D,1009,0,3,6,0.0,0.27,0,3,0,2017,reg
A.J. DeLaGarza,MIA,D,2623,0,3,8,0.0,0.1,0,8,0,2017,reg
Hernan Bernardello,MTL,M,1496,0,3,9,0.0,0.18,0,5,0,2017,reg
Donny Toia,RSL,D,2545,0,3,13,0.0,0.11,0,4,0,2017,reg
Cristian Higuita,ORL,M,1554,0,3,14,0.0,0.17,0,8,0,2017,reg
Artur,CLB,M,1702,0,3,19,0.0,0.16,2,1,0,2017,reg
Danilo Acosta,LA,D,1411,0,2,2,0.0,0.13,0,2,1,2017,reg
Rafael Garcia ,LA ,D,1186,0,2,2,0.0,0.15,0,1,0,2017,reg
Ethan White,NYC,D,1553,0,2,3,0.0,0.12,0,5,0,2017,reg
Mekeil Williams,COL,D,1397,0,2,3,0.0,0.13,1,7,1,2017,reg
Demar Phillips,RSL,D,961,0,2,3,0.0,0.19,1,2,0,2017,reg
Sal Zizzo,NYR,D,1644,0,2,6,0.0,0.11,0,5,1,2017,reg
Victor Ulloa,MIA,M,1203,0,2,6,0.0,0.15,0,1,0,2017,reg
Joao Meira,CHI,D-M,2412,0,2,6,0.0,0.07,0,3,0,2017,reg
Ben Spencer,TOR,F,179,0,2,7,0.0,1.01,0,0,0,2017,reg
Fabinho,PHI,D,1902,0,2,8,0.0,0.09,1,4,0,2017,reg
Waylon Francis,CLB,D,852,0,2,8,0.0,0.21,1,0,0,2017,reg
Chris Mavinga,TOR,D,2015,0,2,8,0.0,0.09,0,3,0,2017,reg
Jukka Raitala,MTL,D,1920,0,2,8,0.0,0.09,3,4,0,2017,reg
Sean Franklin,DC,D,1415,0,2,8,0.0,0.13,1,5,0,2017,reg
Andrea Pirlo,NYC,M,1085,0,2,11,0.0,0.17,0,1,0,2017,reg
Michael Bradley,TOR,M,2700,0,2,11,0.0,0.07,0,8,0,2017,reg
Adolfo Machado,HOU,D,2970,0,2,11,0.0,0.06,0,5,0,2017,reg
Connor Lade,NYR,D,1381,0,2,12,0.0,0.13,0,3,0,2017,reg
Armando Cooper,TOR,M,906,0,2,12,0.0,0.2,0,2,0,2017,reg
Chris McCann,ATL,M-D,958,0,2,13,0.0,0.19,3,0,0,2017,reg
Micheal Azira,CHI,M,2569,0,2,13,0.0,0.07,0,8,0,2017,reg
Derrick Etienne Jr.,CLB,M,702,0,2,13,0.0,0.26,4,2,0,2017,reg
Pedro Santos,CLB,M,650,0,2,14,0.0,0.28,3,2,0,2017,reg
Darwin Ceren,HOU,M,1642,0,2,17,0.0,0.11,0,3,2,2017,reg
Ilie Sanchez,SKC,M,2970,0,2,19,0.0,0.06,0,6,0,2017,reg
Roman Torres,MIA,D,1787,0,2,19,0.0,0.1,1,4,1,2017,reg
Ricardo Clark,HOU,M,2252,0,2,23,0.0,0.08,1,6,0,2017,reg
Sebastian Saucedo,RSL,F,573,0,2,29,0.0,0.31,2,2,0,2017,reg
Louis Beland-Goyette,MTL,M,293,0,1,0,0.0,0.31,0,2,0,2017,reg
Adrian Arregui,MTL,M,238,0,1,0,0.0,0.38,0,1,0,2017,reg
Tony Rocha,NYC,M,25,0,1,0,0.0,3.6,0,1,0,2017,reg
Marc Burch,COL,D,1502,0,1,0,0.0,0.06,1,1,0,2017,reg
Soni Mustivar,KC ,M,260,0,1,0,0.0,0.35,0,0,0,2017,reg
Connor Maloney,CLB,D,127,0,1,1,0.0,0.71,0,0,0,2017,reg
Tsubasa Endoh,TOR,M,269,0,1,2,0.0,0.33,0,0,0,2017,reg
Collin Martin,MIN,M,635,0,1,2,0.0,0.14,0,4,0,2017,reg
Jordy Delem,SEA,M,755,0,1,2,0.0,0.12,1,3,0,2017,reg
Sunday Stephen,RSL,M,1493,0,1,2,0.0,0.06,0,8,0,2017,reg
Eric Alexander,HOU,M,887,0,1,2,0.0,0.1,0,0,0,2017,reg
Muhamed Keita,NYR,F,190,0,1,2,0.0,0.47,0,1,0,2017,reg
Chris Korb,DC,D,1160,0,1,2,0.0,0.08,0,0,0,2017,reg
Raymon Gaddis,PHI,D,2028,0,1,2,0.0,0.04,0,5,0,2017,reg
Warren Creavalle,PHI,M,545,0,1,2,0.0,0.17,0,2,0,2017,reg
Kofi Sarkodie,SJ,D,1325,0,1,3,0.0,0.07,0,2,1,2017,reg
Andraz Struna,NYC,D,322,0,1,3,0.0,0.28,0,1,0,2017,reg
Ben Zemanski,POR,M,438,0,1,3,0.0,0.21,0,1,0,2017,reg
Giliano Wijnaldum,PHI,D,1138,0,1,3,0.0,0.08,0,4,0,2017,reg
PC,ORL,D,436,0,1,3,0.0,0.21,0,1,1,2017,reg
Vincent Bezecourt,NYR,M,190,0,1,3,0.0,0.47,0,0,0,2017,reg
Drew Conner,CHI,M,882,0,1,3,0.0,0.1,1,0,0,2017,reg
Richie Laryea,TOR,M,250,0,1,3,0.0,0.36,0,2,0,2017,reg
Samuel Piette,MTL,M,960,0,1,3,0.0,0.09,0,3,0,2017,reg
Daniel Lovitz,NSH,D,1750,0,1,4,0.0,0.05,2,4,1,2017,reg
Jared Watts,COL,D-M,1490,0,1,4,0.0,0.06,0,4,2,2017,reg
Keegan Rosenberry,COL,D,1051,0,1,4,0.0,0.09,0,2,0,2017,reg
Nouhou Tolo,SEA,D,1052,0,1,5,0.0,0.09,1,1,1,2017,reg
Marcel de Jong,VAN,D-M,779,0,1,5,0.0,0.12,0,1,0,2017,reg
DaMarcus Beasley,HOU,D,1985,0,1,6,0.0,0.05,0,0,0,2017,reg
Mohammed Abu,DC,M,1280,0,1,6,0.0,0.07,0,3,0,2017,reg
Russell Canouse,DC,M,868,0,1,6,0.0,0.1,0,3,0,2017,reg
Fidel Escobar,NYR,D,482,0,1,7,0.0,0.19,0,2,0,2017,reg
Sam Cronin,COL,M,1813,0,1,7,0.0,0.05,0,5,0,2017,reg
David Horst,RSL,D,880,0,1,7,0.0,0.1,0,4,0,2017,reg
Dillon Powers,COL,M,1309,0,1,8,0.0,0.07,0,3,0,2017,reg
Alex Crognale,CLB,D,1069,0,1,8,0.0,0.08,0,1,0,2017,reg
Marcelo Sarvas,DC,M,1841,0,1,9,0.0,0.05,1,8,0,2017,reg
Cordell Cato,SJ,F,1138,0,1,11,0.0,0.08,1,0,0,2017,reg
Damien Perrinelle,NYR,D,1972,0,1,11,0.0,0.05,1,4,0,2017,reg
Jackson Yueill,SJ,M,967,0,1,11,0.0,0.09,0,2,0,2017,reg
Bismark Adjei-Boateng,COL,M,806,0,1,12,0.0,0.11,0,3,0,2017,reg
Víctor Bernárdez,SJ,D,2228,0,1,13,0.0,0.04,0,2,2,2017,reg
Fredrik Gulbrandsen,NYR,F,362,0,1,13,0.0,0.25,2,2,0,2017,reg
Soony Saad,KC ,F,453,0,1,14,0.0,0.2,0,0,0,2017,reg
Laurent Ciman,TOR,D,2700,0,1,15,0.0,0.03,2,6,0,2017,reg
Alphonso Davies,VAN,M,1053,0,1,15,0.0,0.09,3,1,0,2017,reg
Harrison Afful,CLB,D,1777,0,1,16,0.0,0.05,6,3,1,2017,reg
Chance Myers,POR,D,44,0,0,0,0.0,0.0,0,0,0,2017,reg
Charlie Davies,PHI,F,25,0,0,0,0.0,0.0,0,0,0,2017,reg
Jason Hernandez,TOR,D,526,0,0,0,0.0,0.0,0,0,0,2017,reg
Marvell Wynne,SJ,D,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Robbie Rogers,LA ,D,0,0,0,0,0.0,0.0,0,0,0,2017,reg
David Edgar,VAN,D,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Michael Harrington,CHI,D,798,0,0,0,0.0,0.0,0,0,0,2017,reg
Maurice Edu,PHI,M,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Mauro Rosales,VAN,M,52,0,0,0,0.0,0.0,0,0,0,2017,reg
Philippe Senderos,HOU,D,162,0,0,0,0.0,0.0,0,0,0,2017,reg
Brian Carroll,PHI,M,45,0,0,0,0.0,0.0,0,0,0,2017,reg
Chris Rolfe,DC,F,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Agus,HOU,D,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Justin Davis,MIN,D,492,0,0,0,0.0,0.0,0,0,1,2017,reg
Kevin Garcia,HOU,D,211,0,0,0,0.0,0.0,0,1,0,2017,reg
Marc Pelosi,SJ,M,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Harold Cummings,SJ,D,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Bernardo Añor,MIN,M,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Nosa Igiebor,VAN,M,73,0,0,0,0.0,0.0,0,1,0,2017,reg
Gaston Sauro,CLB,D,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Kevin Alston,ORL,D,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Amobi Okugo,POR,D-M,396,0,0,0,0.0,0.0,0,1,0,2017,reg
Zach Loyd,ATL,D,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Johan Brunell,TOR,D,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Jacori Hayes,MIN,M,90,0,0,0,0.0,0.0,0,1,1,2017,reg
Arun Basuljevic,NYR,M,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Andrew Wheeler-Omiunu,ATL,M,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Marshall Hollingsworth,CLB,M,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Kip Colvey,SJ,M,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Bryan Reynolds,DAL,D,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Shannon Gomez,NYC,D,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Molham Babouli,TOR,F,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Matheus Silva,SJ,D,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Andrew Carleton,ATL,M,4,0,0,0,0.0,0.0,0,0,0,2017,reg
Chris Goslin,ATL,M,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Joey Calistri,CHI,M,0,0,0,0,0.0,0.0,0,0,0,2017,reg
James Sands,NYC,M,23,0,0,0,0.0,0.0,0,0,0,2017,reg
Christian Lucatero,HOU,M,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Chris Odoi-Atsem,DC,D,482,0,0,0,0.0,0.0,0,0,0,2017,reg
Brandon Aubrey,TOR,D,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Abuchi Obinwa,CLB,M,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Kevin Oliveira,KC ,M,16,0,0,0,0.0,0.0,0,0,0,2017,reg
Colton Storm,KC ,D,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Kwame Awuah,NYC,M,26,0,0,0,0.0,0.0,0,0,0,2017,reg
Brandt Bronico,CHI,M,53,0,0,0,0.0,0.0,0,0,0,2017,reg
Walker Hume,DAL,F,180,0,0,0,0.0,0.0,0,1,0,2017,reg
Lindo Mfeka,SJ,M,1,0,0,0,0.0,0.0,0,0,0,2017,reg
David Choiniere,MTL,M,34,0,0,0,0.0,0.0,1,0,0,2017,reg
Brett Levis,VAN,D,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Jose Leiton,MIN,M,15,0,0,0,0.0,0.0,0,0,0,2017,reg
Amer Didic,KC ,D,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Reagan Dunk,RSL,D,174,0,0,0,0.0,0.0,0,0,0,2017,reg
Sam Hamilton,COL,M,124,0,0,0,0.0,0.0,0,1,0,2017,reg
Miles Robinson,ATL,D,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Rennico Clarke,POR,D,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Marco Farfan,POR,D,403,0,0,0,0.0,0.0,2,0,0,2017,reg
Zachary Herivaux,NE,M,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Chris Durkin,DC,M,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Taylor Hunter,HOU,M,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Ben McKendry,VAN,M,90,0,0,0,0.0,0.0,0,0,0,2017,reg
Eric Ayuk,PHI,M,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Auston Trusty,COL,D,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Conor Donovan,ORL,D,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Josh Yaro,PHI,D,369,0,0,0,0.0,0.0,0,0,1,2017,reg
Nick Besler,RSL,M,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Victor Mansaray,SEA,F,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Ben Swanson,CLB,M,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Brian Wright,NE,F,45,0,0,0,0.0,0.0,0,0,0,2017,reg
George Malki,HOU,D,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Cameron Iwasa,KC ,F,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Bryan Róchez,ATL,F,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Collin Fernandez,CHI,M,0,0,0,0,0.0,0.0,0,0,0,2017,reg
London Woodberry,NE,D,165,0,0,0,0.0,0.0,0,0,0,2017,reg
John Stertzer,NYC,M,53,0,0,0,0.0,0.0,0,0,0,2017,reg
Dan Metzger,NYR,M,1,0,0,0,0.0,0.0,0,0,0,2017,reg
Kevin Venegas,MIN,D,540,0,0,0,0.0,0.0,0,0,0,2017,reg
Jorge Corrales,MTL,D,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Sergio Camargo,TOR,M,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Gbenga Arokoyo,POR,D,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Cole Seiler,VAN,D,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Brandon Allen,MIN,F,9,0,0,0,0.0,0.0,0,0,0,2017,reg
Mark Bloom,ATL,D,163,0,0,0,0.0,0.0,0,0,0,2017,reg
Tyler Pasher,KC ,M-D,45,0,0,0,0.0,0.0,0,0,0,2017,reg
Zach Mathers,SEA,M,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Dennis Castillo,COL,D,244,0,0,0,0.0,0.0,0,1,0,2017,reg
Kharlton Belmar,KC ,F,6,0,0,0,0.0,0.0,0,0,0,2017,reg
Luis Gonzalez,DAL,M,8,0,0,0,0.0,0.0,0,0,0,2017,reg
Donnie Smith,NE,M,53,0,0,0,0.0,0.0,0,0,0,2017,reg
Raul Mendiola,LA ,M,36,0,0,0,0.0,0.0,0,0,0,2017,reg
Bill Tuiloma,POR,D-M,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Anibal Chala,DAL,D,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Pierre Da Silva,ORL,M,1,0,0,0,0.0,0.0,0,0,0,2017,reg
Hugo Arellano,LA ,D,334,0,0,0,0.0,0.0,0,1,0,2017,reg
Erik Palmer-Brown,KC ,D,641,0,0,0,0.0,0.0,0,0,0,2017,reg
Sam Adekugbe,VAN,D,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Marco Bustos,VAN,M,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Ken Tribbett,NSH,D,3,0,0,0,0.0,0.0,0,0,0,2017,reg
Kyle Greig,VAN,F,2,0,0,0,0.0,0.0,0,0,0,2017,reg
Gideon Baah,NYR,D,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Harrison Heath,ATL,M,1,0,0,0,0.0,0.0,0,0,0,2017,reg
Maxim Tissot,DC,D,90,0,0,0,0.0,0.0,0,0,0,2017,reg
Charlie Ward,HOU,M,45,0,0,0,0.0,0.0,0,0,0,2017,reg
Harold Hanson,POR,D,1,0,0,0,0.0,0.0,0,0,0,2017,reg
Gianluca Busio,SKC,M-F,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Hassan Ndam,CIN,D,1,0,0,0,0.0,0.0,0,0,0,2017,reg
Aaron Jones,PHI,D,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Matej Dekovic,CHI,D,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Reggie Cannon,DAL,D,1,0,0,0,0.0,0.0,0,0,0,2017,reg
Adonijah Reid,DAL,F,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Ricardo Perez,COL,M,0,0,0,0,0.0,0.0,0,0,0,2017,reg
Adam Najem,PHI,M,153,0,0,1,0.0,0.0,0,0,0,2017,reg
David Arshakyan,CHI,F,27,0,0,1,0.0,0.0,0,1,0,2017,reg
Ismaila Jome,MIN,M-F,674,0,0,1,0.0,0.0,0,3,0,2017,reg
Nick DePuy,LA,D,128,0,0,1,0.0,0.0,1,0,0,2017,reg
Alhaji Kamara,DC,F,14,0,0,1,0.0,0.0,0,0,0,2017,reg
Oyvind Alseth,TOR,D,269,0,0,1,0.0,0.0,0,1,0,2017,reg
Mikey Ambrose,MIA,D,260,0,0,1,0.0,0.0,2,1,0,2017,reg
Jonathan Campbell,CHI,D,1009,0,0,1,0.0,0.0,0,2,0,2017,reg
James Musa,MIN,D-M,90,0,0,1,0.0,0.0,0,1,0,2017,reg
Joe Holland,HOU,M,22,0,0,1,0.0,0.0,0,0,0,2017,reg
Christian Dean,CHI,D,459,0,0,1,0.0,0.0,0,1,0,2017,reg
Carlos Cermeno,DAL,M,315,0,0,1,0.0,0.0,0,2,0,2017,reg
Justin Bilyeu,NYR,D,90,0,0,1,0.0,0.0,0,0,0,2017,reg
Coy Craft,DAL,F-M,11,0,0,1,0.0,0.0,0,0,0,2017,reg
Rob Vincent,DC,M-F,66,0,0,1,0.0,0.0,0,2,0,2017,reg
Rafael Ramos,ORL,D,55,0,0,1,0.0,0.0,0,0,1,2017,reg
Joseph Greenspan,MIN,D,235,0,0,1,0.0,0.0,0,1,1,2017,reg
Cameron Porter,KC ,F,21,0,0,1,0.0,0.0,1,0,0,2017,reg
Tony Alfaro,SEA,D,817,0,0,1,0.0,0.0,0,4,0,2017,reg
Hadji Barry,ORL,F,11,0,0,1,0.0,0.0,1,0,0,2017,reg
Shamit Shome,MTL,M,8,0,0,1,0.0,0.0,0,0,0,2017,reg
Paxton Pomykal,DAL,M,140,0,0,1,0.0,0.0,0,0,0,2017,reg
Bruno Miranda,DC,F,53,0,0,1,0.0,0.0,0,0,0,2017,reg
Dilly Duka,CLB,M,151,0,0,1,0.0,0.0,1,0,0,2017,reg
Michael Boxall,MIN,D,1080,0,0,1,0.0,0.0,0,2,0,2017,reg
Kevin Ellis,KC ,D,450,0,0,1,0.0,0.0,0,1,0,2017,reg
Michael Parkhurst,ATL,D,2906,0,0,1,0.0,0.0,0,4,0,2017,reg
Francois Affolter,SJ,D,509,0,0,2,0.0,0.0,0,1,0,2017,reg
Vadim Demidov,MIN,D,270,0,0,2,0.0,0.0,0,0,0,2017,reg
John Goossens,CHI,M,89,0,0,2,0.0,0.0,0,1,0,2017,reg
Jalil Anibaba,NSH,D,462,0,0,2,0.0,0.0,0,0,0,2017,reg
Pele van Anholt,LA ,D,357,0,0,2,0.0,0.0,0,0,0,2017,reg
Sebastian Lletget,LA,M,270,0,0,2,0.0,0.0,0,0,0,2017,reg
Aaron Guillen,DAL,D,374,0,0,2,0.0,0.0,0,2,0,2017,reg
Jaime Villarreal,LA ,D,374,0,0,2,0.0,0.0,1,1,0,2017,reg
Tommy Redding,ORL,D,1406,0,0,2,0.0,0.0,0,4,0,2017,reg
Nathan Smith,LA ,D,907,0,0,2,0.0,0.0,0,5,1,2017,reg
Jose Escalante,HOU,M,24,0,0,2,0.0,0.0,0,0,0,2017,reg
Igor Juliao,KC ,D,45,0,0,2,0.0,0.0,0,1,0,2017,reg
Mikey Lopez,NYC,M,609,0,0,2,0.0,0.0,0,2,0,2017,reg
Mike da Fonte,COL,D,1223,0,0,2,0.0,0.0,0,5,0,2017,reg
Leonardo Pereira,ORL,D,805,0,0,2,0.0,0.0,0,4,0,2017,reg
Eric Miller,NSH,D,2616,0,0,2,0.0,0.0,2,5,0,2017,reg
Wandrille Lefevre,MTL,D,103,0,0,2,0.0,0.0,0,0,0,2017,reg
Deian Boldor,MTL,D,412,0,0,3,0.0,0.0,1,0,1,2017,reg
Justin Schmidt,RSL,D,676,0,0,3,0.0,0.0,0,0,0,2017,reg
Henry Wingo,SEA,M,132,0,0,3,0.0,0.0,1,0,0,2017,reg
Seyi Adekoya,SEA,F,77,0,0,3,0.0,0.0,0,1,0,2017,reg
Cristian Martinez,CLB,M,237,0,0,3,0.0,0.0,1,2,0,2017,reg
Mike Grella,NYR,M,362,0,0,3,0.0,0.0,0,0,0,2017,reg
Baggio Husidic,LA ,M,445,0,0,3,0.0,0.0,0,0,0,2017,reg
Andres Imperiale,SJ,D,1111,0,0,3,0.0,0.0,0,7,0,2017,reg
Chad Barrett,RSL,F,65,0,0,3,0.0,0.0,0,0,0,2017,reg
Jermaine Taylor,MIN,D,671,0,0,4,0.0,0.0,0,1,0,2017,reg
Bobby Burling,COL,D,760,0,0,4,0.0,0.0,0,3,0,2017,reg
Rasmus Schuller,MIN,M,324,0,0,4,0.0,0.0,0,1,0,2017,reg
Julian Buescher,DC,M,180,0,0,4,0.0,0.0,0,0,0,2017,reg
Victor Cabrera,HOU,D,1496,0,0,4,0.0,0.0,0,6,1,2017,reg
Derrick Jones,NSH,M,702,0,0,5,0.0,0.0,0,1,1,2017,reg
Ricardo Velazco,RSL,F,254,0,0,5,0.0,0.0,0,2,0,2017,reg
Jalen Robinson,DC,D,543,0,0,5,0.0,0.0,0,0,0,2017,reg
Aly Ghazal,VAN,M,630,0,0,5,0.0,0.0,0,0,0,2017,reg
Calum Mallace,MTL,M,298,0,0,5,0.0,0.0,0,0,0,2017,reg
Russell Teibert,VAN,M,731,0,0,5,0.0,0.0,0,1,0,2017,reg
Je-Vaughn Watson,NE,D,766,0,0,5,0.0,0.0,0,5,1,2017,reg
Marcelo Silva,RSL,D,650,0,0,5,0.0,0.0,0,0,1,2017,reg
Aurelien Collin,PHI,D,545,0,0,5,0.0,0.0,0,2,0,2017,reg
Álvaro Fernández,SEA,M,492,0,0,5,0.0,0.0,2,1,0,2017,reg
Chris Schuler,RSL,D,1069,0,0,6,0.0,0.0,0,4,0,2017,reg
Fatai Alashe,CIN,M,1201,0,0,6,0.0,0.0,1,6,0,2017,reg
Femi Hollinger-Janzen,NE,F,148,0,0,6,0.0,0.0,4,0,0,2017,reg
Jose Aja,MIN,D,1275,0,0,6,0.0,0.0,2,5,1,2017,reg
Oniel Fisher,DC,D,543,0,0,6,0.0,0.0,0,1,0,2017,reg
Victor Arboleda,POR,F-M,55,0,0,6,0.0,0.0,1,0,1,2017,reg
Josh Smith,NE,D,539,0,0,6,0.0,0.0,0,0,0,2017,reg
Daniel Johnson,CHI,M,125,0,0,6,0.0,0.0,0,0,0,2017,reg
Shaun Francis,MTL,D,1067,0,0,7,0.0,0.0,2,1,0,2017,reg
Andres Romero,MTL,M,432,0,0,7,0.0,0.0,1,1,0,2017,reg
Claude Dielna,NE,D,945,0,0,8,0.0,0.0,1,4,0,2017,reg
Quincy Amarikwa,SJ,F,150,0,0,8,0.0,0.0,3,0,0,2017,reg
Nicolai Naess,CLB,D,1476,0,0,8,0.0,0.0,0,1,0,2017,reg
Nick Hagglund,CIN,D,1124,0,0,9,0.0,0.0,0,2,0,2017,reg
Jack McInerney,LA ,F,260,0,0,9,0.0,0.0,1,1,0,2017,reg
Larrys Mabiala,POR,D,1160,0,0,9,0.0,0.0,0,0,1,2017,reg
Hassoun Camara,MTL,D,1350,0,0,10,0.0,0.0,2,4,1,2017,reg
Simon Dawkins,SJ,M,637,0,0,10,0.0,0.0,0,0,0,2017,reg
Aaron Kovar,SEA,M,199,0,0,10,0.0,0.0,0,0,0,2017,reg
Taylor Kemp,DC,D,1980,0,0,11,0.0,0.0,0,2,0,2017,reg
Justen Glad,RSL,D,1620,0,0,11,0.0,0.0,0,2,0,2017,reg
Bradley Diallo,LA ,D,1380,0,0,11,0.0,0.0,1,7,1,2017,reg
Bashkim Kadrii,MIN,M-F,422,0,0,12,0.0,0.0,0,0,0,2017,reg
Gershon Koffie,NE,M,1920,0,0,16,0.0,0.0,0,3,0,2017,reg
Ryan Hollingshead,DAL,M,820,0,0,16,0.0,0.0,2,0,0,2017,reg
Luis Gil,COL,M,853,0,0,17,0.0,0.0,0,1,0,2017,reg
Nick DeLeon,TOR,M,1594,0,0,18,0.0,0.0,1,3,0,2017,reg
Steven Birnbaum,DC,D,2249,0,0,24,0.0,0.0,1,2,0,2017,reg
Josef Martinez,ATL,F,2898,31,6,97,0.96,0.19,35,1,0,2018,reg
Zlatan Ibrahimovic,LA,F,2143,22,10,116,0.92,0.42,27,5,1,2018,reg
Bradley Wright-Phillips,LAFC,F,2536,20,8,82,0.71,0.28,31,7,0,2018,reg
Mauro Manotas,HOU,F,2633,19,1,95,0.65,0.03,23,1,0,2018,reg
Gyasi Zardes,CLB,F,2948,19,0,88,0.58,0.0,20,3,0,2018,reg
Ignacio Piatti,MTL,M,2821,16,13,95,0.51,0.41,22,2,0,2018,reg
Nemanja Nikolic,CHI,F,2443,15,2,52,0.55,0.07,40,2,0,2018,reg
Carlos Vela,LAFC,F,2378,14,13,97,0.53,0.49,9,1,0,2018,reg
Kei Kamara,COL,F,2167,14,6,88,0.58,0.25,15,5,1,2018,reg
